museum_number,animal_id,day,month,year,season,final_identification,field_identification,preparation,locality,dist_village_center,village,grid_name,grid_number,habitat_type,trap_type,trap_number,pitfall_position,latitude,longitude,elevation.obs,sex,tl,tv,hf,ear,mass,hb,testicle_position,testicle_length,testicle_width,epididym,mammae_condition,mammae_number_ax,mammae_number_ab,mammae_number_ing,vagina,embryos_l,embryos_r,embryos_cr,placental_scars_l,placental_scars_r,age_repro,age_dental,habitat_description,notes
UADBA-52001,TMR-2613,7,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Sherman,79,NA,-14.47122498,49.806552,121.885635,male,248,133,26,18,35.5,113,abdominal,7,3,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"vanilla field, in clump of herbaceous plants, between some Jatropha and shrubs of 1.5 m high where vanilla are planted",no
UADBA-52002,TMR-2614,7,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Sherman,106,NA,-14.47171499,49.80673498,125.601242,female,232,125,25,18,32,108,NA,NA,NA,NA,small,0,0,0,imp.,0,0,NA,0,0,1,2,"cultivated rice field, in the middle of rice-fields",no
UADBA-52003,TMR-2615,7,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Sherman,116,NA,-14.47172999,49.80664797,127.036446,female,232,130,25,18,28,104,NA,NA,NA,NA,small,0,0,0,imp.,0,0,NA,0,0,1,2,"rice field, in a clump of herbaceous plants of 0.3 m high, at 1 m from rice fields",no
UADBA-52004,TMR-2616,7,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Tomahawk,10,NA,-14.471314,49.80736496,105.709076,male,397,217,33,22,132,180,scrotal,25,12,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,"edge of uncultivated dry rice field, next to a rock, surrounded by dead tree branches, next to a dry temporary small stream",no
UADBA-52005,TMR-2617,7,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Tomahawk,48,NA,-14.471156,49.80676498,112.141479,female,310,180,31,20,67,130,NA,NA,NA,NA,small,1,2,2,perf.,0,0,NA,0,0,2,2,"vanilla field along rice field, next to pond",no
UADBA-52006,TMR-2618,7,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Tomahawk,115,NA,-14.471645,49.80655803,127.727715,female,375,200,31,22,127,175,NA,NA,NA,NA,"large, no fur",1,2,2,perf.,0,0,NA,0,0,2,2,"vanilla field, between some Jatropha and shrubs about 1.5 m high where vanilla are planted",no
UADBA-51858,TMR-2619,8,8,2020,3,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Sherman,42,NA,-14.47145297,49.80716103,111.04274,female,139,69,15,11,11.5,70,NA,NA,NA,NA,large,1,2,2,perf.,2,3,3,0,0,NA,NA,"uncultivated dry rice field, in a clump fo herbaceous plants about 0.5 m high",no
UADBA-52007,TMR-2620,8,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Sherman,57,NA,-14.47107503,49.80660003,110.579529,male,355,200,33,22,94,153,abd. / scrot.,15,7,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"vanilla field, in a clump of herbaceous plants of 0.2 m high",no
UADBA-52008,TMR-2621,8,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Tomahawk,33,NA,-14.47142799,49.807285,111.721367,female,349,192,32,20,79,157,NA,NA,NA,NA,sm. x lg.,1,2,2,perf.,0,0,NA,0,0,2,2,"vanilla field, in a clump of ferns about 0.3 m high",no
UADBA-52009,TMR-2622,8,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Tomahawk,68,NA,-14.47113798,49.80655996,110.322006,male,338,183,31,20,104,154,scrotal,23,12,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"vanilla field, in a dry irriguation channel",no
UADBA-52010,TMR-2623,8,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Tomahawk,108,NA,-14.47185799,49.806898,126.341843,female,335,190,30,21,80,145,NA,NA,NA,NA,small,0,0,0,perf.,0,0,NA,0,0,2,2,"savoka, in a clump of herbaceous plants and Gramineae, come Japtropha of 1.5 m high around",no
UADBA-52011,TMR-2624,8,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Tomahawk,115,NA,-14.471645,49.80655803,127.727715,female,272,145,28,21,53,130,NA,NA,NA,NA,small,0,0,0,imp.,0,0,NA,0,0,1,2,"vanilla field, between some Jatropha and shrubs about 1.5 m high where vanilla are planted",no
UADBA-51896,TMR-2625,8,8,2020,3,Microgale brevicaudata,Microgale brevicaudata,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.12 km NW Mandena,Mandena,Rice field,5,flooded_rice,Pitfall,3,9,-14.470884,49.807556,105.508453,female,114,39,12,12,12.5,77,NA,NA,NA,NA,"large, no fur",0,0,2,perf.,1,1,18,0,0,NA,NA,"tanety dominated by herbaceous plants about 0.3 to 1 m high, including Clidemia hirta and Aframomum about 1.5 m high, located at 1 to 2 m from a small stream",no
UADBA-51897,TMR-2626,8,8,2020,3,Microgale brevicaudata,Microgale brevicaudata,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.15 km NW Mandena,Mandena,Rice field,5,flooded_rice,Pitfall,8,10,-14.47227398,49.80629602,136.226959,male,115,39,12,13,9.6,74,abdominal,8,6,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tanety dominated by herbaceous plants about 0.3 to 0.5 m high, located about 10 from rice field and a small stream",no
UADBA-51859,TMR-2627,9,8,2020,3,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Sherman,19,NA,-14.47125197,49.80721501,108.41993,male,138,75,16,11,8.7,62,abd. / scrot.,6,3,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncultivated dry rice field, in a clump of herbaceous plants about 0.3 m high",no
UADBA-51860,TMR-2628,9,8,2020,3,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Sherman,51,NA,-14.47133998,49.80694201,110.717178,male,155,78,16,11,13,77,abd. / scrot.,6,3,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"small savoka area between rice fields, in a clump of Aframomum",no
UADBA-51861,TMR-2629,9,8,2020,3,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Sherman,75,NA,-14.47159597,49.80695399,111.587662,female,141,70,15,11,11,71,NA,NA,NA,NA,small,1,2,2,perf.,0,0,NA,0,0,NA,NA,"cultivated rice field, in the middle of rice-fields",no
UADBA-52012,TMR-2630,9,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Sherman,34,NA,-14.47092198,49.806711,112.071526,male,318,178,32,20,65,138,abdominal,9,4,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"vanilla field, in a clump of herbaceous plants and Gramineae about 0.3 m high",no
UADBA-52013,TMR-2631,9,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Sherman,44,NA,-14.47152799,49.80729698,113.526909,female,263,150,28,20,39,113,NA,NA,NA,NA,small,0,0,0,imp.,0,0,NA,0,0,1,2,"edge of uncultivated dry rice field, in a clump fo herbaceous plants about 0.5 m high",no
UADBA-52014,TMR-2632,9,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Tomahawk,36,NA,-14.471041,49.80680396,111.569366,male,370,205,31,21,118,165,scrotal,24,12,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,"vanilla field, at the foot of a tree about 2 m high and 3 cm diameter",no
UADBA-52015,TMR-2633,9,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Tomahawk,115,NA,-14.471645,49.80655803,127.727715,female,282,156,28,20,50,127,NA,NA,NA,NA,small,0,0,0,imp.,0,0,NA,0,0,1,2,"vanilla field, between some Jatropha and shrubs about 1.5 m high where vanilla are planted",no
UADBA-52016,TMR-2634,9,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Tomahawk,120,NA,-14.471947,49.80688099,126.106415,male,332,183,32,22,86,150,scrotal,22,11,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"savoka, in a clump of herbaceous plants, some Aframomum of 2 m high around",no
UADBA-51898,TMR-2635,10,8,2020,3,Microgale brevicaudata,Microgale brevicaudata,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.12 km NW Mandena,Mandena,Rice field,5,flooded_rice,Pitfall,4,9,-14.470942,49.807613,105.887817,female,110,37,12,12,9.2,73,NA,NA,NA,NA,small,0,0,2,NA,0,0,NA,0,0,NA,NA,"tanety dominated by herbaceous plants about 0.3 to 1 m high, including Clidemia hirta and Aframomum about 1.5 m high, located at 1 to 2 m from a small stream",no
UADBA-51838,TMR-2636,10,8,2020,3,Setifer setosus,Setifer setosus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.12 km NW Mandena,Mandena,Rice field,5,flooded_rice,Pitfall,9,9,-14.471118,49.807567,105.753181,male,210,10,28,20,250,200,abdominal,18,12,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"savoka, dominated by Artocarpus heterophyllus and A. altilis about 8 m high and various shrubs",no urine:  (2 tubes)
UADBA-51899,TMR-2637,10,8,2020,3,Microgale brevicaudata,Microgale brevicaudata,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.15 km NW Mandena,Mandena,Rice field,5,flooded_rice,Pitfall,10,10,-14.47235101,49.80620901,134.839981,male,112,36,12,12,12.5,77,abdominal,8,7,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tanety dominated by herbaceous plants about 0.3 to 0.5 m high, located about 10 from rice field and a small stream",no
UADBA-51862,TMR-2638,10,8,2020,3,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Sherman,54,NA,-14.47151902,49.80713999,112.703064,male,147,74,15,12,11,73,abd. / scrot.,8,3,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"small savoka area along rice field, next to a tree of 2 m high and 16 cm diameter",no
UADBA-51863,TMR-2639,10,8,2020,3,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Sherman,89,NA,-14.47121702,49.80644798,122.189575,male,136,68,15,11,8.8,68,abd. / scrot.,6,3,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vanilla field, in clump of herbaceous plants, between some Jatropha and shrubs of 1.5 m high where vanilla are planted",no
UADBA-51864,TMR-2640,10,8,2020,3,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Sherman,92,NA,-14.47141198,49.80660397,118.979057,male,146,73,15,12,11,73,abd. / scrot.,6,3,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vanilla field, in clump of herbaceous plants, between some Jatropha and shrubs of 1.5 m high where vanilla are planted",no
UADBA-51865,TMR-2641,10,8,2020,3,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Sherman,99,NA,-14.47184499,49.80700102,122.67231,male,151,76,16,11,11.5,74,abd. / scrot.,7,3,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"savoka, in a clump of herbaceous plants of 1 m high that are abundant around, next to banana plant of 2 m high",no
UADBA-52017,TMR-2642,10,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Sherman,118,NA,-14.47182404,49.80676004,126.775482,female,272,150,28,20,43,122,NA,NA,NA,NA,small,0,0,0,imp.,0,0,NA,0,0,1,2,"savoka, alongside a decaying tree trunk lying on the ground, at 3 m from rice fields",no
UADBA-52018,TMR-2643,10,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Tomahawk,33,NA,-14.47142799,49.807285,111.721367,male,[372],[190],33,22,152,183,scrotal,24,12,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,"vanilla field, in a clump of ferns about 0.3 m high",no
UADBA-52019,TMR-2644,11,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Sherman,118,NA,-14.47182404,49.80676004,126.775482,male,288,162,30,20,45,125,abdominal,6,3,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"savoka, alongside a decaying tree trunk lying on the ground, at 3 m from rice fields",no
UADBA-52020,TMR-2645,11,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Tomahawk,23,NA,-14.47083397,49.80675903,107.975433,male,377,202,32,22,130,175,scrotal,24,12,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"uncultivated dry rice field, on a rock covered by dead twigs and leaves",no
UADBA-52021,TMR-2646,11,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Tomahawk,28,NA,-14.47114502,49.80700403,108.917046,male,383,210,33,22,142,175,scrotal,25,13,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"savoka between rice fields, under a clump fo Clidemia hirta about 0.2 m high",no
UADBA-52022,TMR-2647,11,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Tomahawk,120,NA,-14.471947,49.80688099,126.106415,male,[368],[186],35,22,150,180,scrotal,25,13,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,"savoka, in a clump of herbaceous plants, some Aframomum of 2 m high around",no
UADBA-51866,TMR-2648,11,8,2020,3,Mus musculus,Mus musculus,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",1.19 km NW Mandena,Mandena,Rice field,5,flooded_rice,Sherman,85,NA,-14.47161701,49.80687898,124.42717,male,151,78,16,11,12,71,abd. / scrot.,7,3,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cultivated rice field, on a bund between rice fields",no
UADBA-51900,TMR-2649,16,8,2020,3,Microgale brevicaudata,Microgale brevicaudata,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",2.78 km NW Mandena,Mandena,Secondary forest,3,secondary_forest,Pitfall,4,5,-14.46376601,49.79387797,203.469757,male,116,38,12,12,11.5,77,abdominal,8,6,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"degraded lowland moist evergreen forest, along the Marojejy National Park limit, in a tree felling area",no
UADBA-52023,TMR-2650,16,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",2.78 km NW Mandena,Mandena,Secondary forest,3,secondary_forest,Sherman,99,NA,-14.46300703,49.79506896,193.545273,male,297,167,30,21,65,130,abd. / scrot.,12,6,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"vanilla field within a degraded lowland moist evergreen forest, along the forest edge, in a clump of herbcaeous plants of 0.4 m high",no
UADBA-52024,TMR-2651,16,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",2.78 km NW Mandena,Mandena,Secondary forest,3,secondary_forest,Sherman,116,NA,-14.46328799,49.79526099,175.578842,female,228,120,26,18,36,108,NA,NA,NA,NA,small,0,0,0,imp.,0,0,NA,0,0,1,2,"vanilla field within a degraded lowland moist evergreen forest, along the forest edge, between shrubs about 2.2. m high and tangled by vanilla plants",no
UADBA-52025,TMR-2652,16,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",2.78 km NW Mandena,Mandena,Secondary forest,3,secondary_forest,Tomahawk,96,NA,-14.46324399,49.79510198,185.36174,male,411,299,33,22,168,180,scrotal,25,12,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,"vanilla field within a degraded lowland moist evergreen forest, along the forest edge, in a clump of herbcaeous plants of 0.4 m high",no
UADBA-52026,TMR-2653,17,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",2.78 km NW Mandena,Mandena,Secondary forest,3,secondary_forest,Tomahawk,28,NA,-14.46360097,49.79462103,209.052948,male,364,200,30,21,110,165,scrotal,24,12,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"degraded lowland moist evergreen forest, in a clump of tree sprouts",no
UADBA-51910,TMR-2654,17,8,2020,3,Microgale brevicaudata,Microgale brevicaudata,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",2.78 km NW Mandena,Mandena,Secondary forest,3,secondary_forest,Pitfall,7,5,-14.46370399,49.79410303,203.688309,male,118,38,12,12,11.5,81,abdominal,7,6,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"degraded lowland moist evergreen forest, along the Marojejy National Park limit, in a tree felling area",no
UADBA-51901,TMR-2655,18,8,2020,3,Microgale brevicaudata,Microgale brevicaudata,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",2.78 km NW Mandena,Mandena,Secondary forest,3,secondary_forest,Pitfall,3,5,-14.463822,49.79381897,207.272736,male,120,39,12,12,11,82,abdominal,7,6,con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"degraded lowland moist evergreen forest, along the Marojejy National Park limit, in a tree felling area",no
UADBA-51902,TMR-2656,18,8,2020,3,Microgale brevicaudata,Microgale brevicaudata,pickle,"Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",2.78 km NW Mandena,Mandena,Secondary forest,3,secondary_forest,Pitfall,10,5,-14.463505,49.79401502,214.46933,male,110,37,12,12,10,72,abdominal,5,4,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"disturbed lowland moist evergreen forest, along the Marojejy National Park limit",no
FMNH not yet cataloged,TMR-2657,18,8,2020,3,Eliurus webbi,Eliurus cf. webbi,"pickle, skull","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",2.78 km NW Mandena,Mandena,Secondary forest,3,secondary_forest,Sherman,22,NA,-14.46327299,49.79451802,213.821976,female,286,127,22,18,74,157,NA,NA,NA,NA,sm. x lg.,0,1,2,perf.,3,0,9,0,0,NA,NA,"degraded lowland moist evergreen forest, next to dead tree trunk",no
UADBA-52027,TMR-2658,18,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",2.78 km NW Mandena,Mandena,Secondary forest,3,secondary_forest,Sherman,11,NA,-14.46323502,49.79445297,217.603653,female,310,173,29,20,70,138,NA,NA,NA,NA,sm. x lg.,1,2,2,perf.,0,0,NA,0,0,2,2,"degraded lowland moist evergreen forest, next to the roots of a tree",no
UADBA-52028,TMR-2659,18,8,2020,3,Rattus rattus,Rattus rattus,"skull, tail","Madagascar, Région SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena",2.78 km NW Mandena,Mandena,Secondary forest,3,secondary_forest,Sherman,67,NA,-14.46385402,49.79514498,170.617676,male,300,168,31,20,57,133,abd. / scrot.,13,6,not con.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"degraded lowland moist evergreen forest, in a clump of herbaceous plants of 0.5 m high",no
